fips,geoname,gdp_per_capita_current,gdp_per_capita_baseline,growth_pct,baseline_start_year,baseline_end_year,population
19103,"Johnson, IA",61767.53498250875,61722.354804975526,0.07319905028895235,2021,2023,160080.0
19105,"Jones, IA",29902.443644629664,31406.644293036796,-4.789434472439414,2021,2023,21116.0
19107,"Keokuk, IA",33162.45560629122,34309.75677710084,-3.343950172142729,2021,2023,9855.0
19109,"Kossuth, IA",74028.7340366463,70957.13751949913,4.328805564208538,2021,2023,14408.0
19111,"Lee, IA",54028.724981467756,54743.3296751049,-1.3053730890653426,2021,2023,32376.0
19113,"Linn, IA",75833.0312993502,76590.73752751989,-0.9892922468561327,2021,2023,231762.0
19115,"Louisa, IA",68570.83725305738,72263.21106538373,-5.109617684973189,2021,2023,10630.0
19117,"Lucas, IA",30347.111212605618,33986.36391285429,-10.707978969389664,2021,2023,8758.0
19119,"Lyon, IA",89676.1189206657,76233.29013831176,17.63380375943937,2021,2023,12378.0
19121,"Madison, IA",29714.81848377134,28968.60165992301,2.5759504466544403,2021,2023,17161.0
19123,"Mahaska, IA",39662.113097939546,40187.51944206257,-1.3073868489954732,2021,2023,22034.0
19125,"Marion, IA",61043.79111842105,62274.39023666349,-1.9760917988369653,2021,2023,34048.0
19127,"Marshall, IA",43065.0128738364,44614.99604284003,-3.474130463925873,2021,2023,40392.0
19129,"Mills, IA",33066.04606917171,36472.84923570238,-9.340655413330945,2021,2023,14717.0
19131,"Mitchell, IA",71993.69826937547,69235.57017690105,3.9836865435313618,2021,2023,10632.0
19133,"Monona, IA",40811.48416182228,41375.61614330006,-1.3634406785000386,2021,2023,8429.0
19135,"Monroe, IA",65796.01247796013,64443.364024031755,2.098972445671765,2021,2023,7373.0
19137,"Montgomery, IA",41660.93610255391,43627.26013738308,-4.507099525932123,2021,2023,10063.0
19139,"Muscatine, IA",61185.17991075667,60389.96560690774,1.3167987361098366,2021,2023,42132.0
19141,"O'Brien, IA",67094.4600280505,63368.15244558307,5.880410645816703,2021,2023,14260.0
19143,"Osceola, IA",77457.91915175613,64095.167832108,20.84829757315052,2021,2023,6036.0
19145,"Page, IA",40897.592764995345,42322.54343624319,-3.3668833570800527,2021,2023,15038.0
19147,"Palo Alto, IA",70049.60835509139,64237.42722366627,9.04796686702265,2021,2023,8809.0
19149,"Plymouth, IA",60450.880929332045,60283.896828373196,0.2769961959065981,2021,2023,25825.0
19151,"Pocahontas, IA",67943.61975449615,72694.94096797124,-6.535972311427396,2021,2023,7006.0
19153,"Polk, IA",97869.64944738804,98659.53623391163,-0.8006187913258023,2021,2023,516185.0
19155,"Pottawattamie, IA",51713.86414908745,47893.54665008641,7.976685307756681,2021,2023,93529.0
19157,"Poweshiek, IA",69311.2604313428,66323.30736743816,4.505132784393684,2021,2023,18454.0
19159,"Ringgold, IA",37924.26215277778,36528.9715904611,3.81968202652887,2021,2023,4608.0
19161,"Sac, IA",63513.68928983531,58257.298527111176,9.022716287261368,2021,2023,9533.0
19163,"Scott, IA",60165.76784870245,57491.82440163029,4.65099772863764,2021,2023,175601.0
19165,"Shelby, IA",68538.8714998731,67987.19908556996,0.8114357139625605,2021,2023,11821.0
19167,"Sioux, IA",82480.41254035126,70404.9128525188,17.15150150548117,2021,2023,36554.0
19169,"Story, IA",59871.07065503717,58669.98328647017,2.047192280083676,2021,2023,102498.0
19171,"Tama, IA",38016.48942525989,40824.117418127535,-6.87737585141509,2021,2023,16738.0
19173,"Taylor, IA",47925.49356223176,48589.39073638618,-1.3663418373699887,2021,2023,5825.0
19175,"Union, IA",67367.37766624843,65417.50042216716,2.9806660778811,2021,2023,11955.0
19177,"Van Buren, IA",29562.83774421505,32761.350694364974,-9.763068012638676,2021,2023,7217.0
19179,"Wapello, IA",46200.975308987974,49140.7180474869,-5.982295040251795,2021,2023,35681.0
19181,"Warren, IA",25376.816995900113,25797.17900778464,-1.6294882931101817,2021,2023,56343.0
19183,"Washington, IA",62409.924439927534,57284.031769460395,8.948205131748232,2021,2023,22631.0
19185,"Wayne, IA",34877.68045907581,38706.66982083182,-9.892324448163347,2021,2023,6622.0
19187,"Webster, IA",57436.5330949091,57726.747979872394,-0.5027390163472978,2021,2023,36909.0
19189,"Winnebago, IA",51295.00144466917,47579.85582869588,7.808232184118236,2021,2023,10383.0
19191,"Winneshiek, IA",52042.843380824415,51230.061112342264,1.5865338647553129,2021,2023,19723.0
19193,"Woodbury, IA",50648.17214727244,50671.74323141704,-0.04651721579214119,2021,2023,107257.0
19195,"Worth, IA",48926.91939236349,49560.26626073185,-1.2779327395788798,2021,2023,7307.0
19197,"Wright, IA",77764.0820174405,64037.26963922087,21.435661538280783,2021,2023,12729.0
20001,"Allen, KS",44075.412474849094,45203.55284357888,-2.4956896034999065,2021,2023,12425.0
20003,"Anderson, KS",48770.73849266565,48035.49908837245,1.530616769361659,2021,2023,7908.0
20005,"Atchison, KS",39893.03957166595,39602.55236732997,0.7335062690949634,2021,2023,16249.0
20007,"Barber, KS",44799.5085995086,46568.13423361154,-3.797931059961601,2021,2023,4070.0
20009,"Barton, KS",51629.03160861687,48743.4267339608,5.91998771527813,2021,2023,24835.0
20011,"Bourbon, KS",39473.655019412094,40398.65719033764,-2.2896854382248644,2021,2023,14424.0
20013,"Brown, KS",55287.573835047035,58025.67375459938,-4.718773160880896,2021,2023,9142.0
20015,"Butler, KS",42269.542207698316,38769.994439232374,9.026433506332054,2021,2023,69158.0
20017,"Chase, KS",44209.01475867571,49073.88270334722,-9.91335447019701,2021,2023,2507.0
20019,"Chautauqua, KS",21373.465109314166,21919.42442730798,-2.490755721275406,2021,2023,3339.0
20021,"Cherokee, KS",43633.98317043851,44502.06745003144,-1.9506605632820362,2021,2023,19133.0
20023,"Cheyenne, KS",48098.261526832954,51614.929132447076,-6.813276051566664,2021,2023,2646.0
20025,"Clark, KS",118602.77629471436,108738.17680772237,9.071882366057316,2021,2023,1873.0
20027,"Clay, KS",32835.36202785795,33897.25126788995,-3.1326706452977415,2021,2023,7969.0
20029,"Cloud, KS",45946.921930528486,46591.02655548672,-1.3824649778668263,2021,2023,8723.0
20031,"Coffey, KS",86161.90820383087,87382.97563323507,-1.3973745120894887,2021,2023,8301.0
20033,"Comanche, KS",33225.50177095632,34641.09650109817,-4.086460514022628,2021,2023,1694.0
20035,"Cowley, KS",37565.3483882291,38151.83472040606,-1.5372427996582672,2021,2023,34186.0
20037,"Crawford, KS",42010.975735142914,42899.020347778474,-2.0700813338772384,2021,2023,38904.0
20039,"Decatur, KS",61805.59646539028,60009.80547376871,2.9924959386954386,2021,2023,2716.0
20041,"Dickinson, KS",34014.28494710274,36015.046054732105,-5.555347908173736,2021,2023,18621.0
20043,"Doniphan, KS",34443.960396039605,35153.48455466171,-2.0183608185949,2021,2023,7575.0
20045,"Douglas, KS",45061.243226848324,43434.68720167893,3.744831907311452,2021,2023,121989.0
20047,"Edwards, KS",64412.303185646284,55690.45450356308,15.661299157695296,2021,2023,2731.0
20049,"Elk, KS",32823.07060755337,32119.701441610716,2.1898371851970078,2021,2023,2436.0
20051,"Ellis, KS",56916.98555521081,58214.78385147944,-2.2293276903331605,2021,2023,29007.0
20053,"Ellsworth, KS",37854.81317289424,42489.60946240643,-10.908069874384053,2021,2023,6316.0
20055,"Finney, KS",62674.61021014757,60893.483955277654,2.924986614623726,2021,2023,38354.0
20057,"Ford, KS",74842.21648274243,74808.3701831978,0.04524400072043466,2021,2023,34072.0
20059,"Franklin, KS",32544.551440642485,33574.58687195885,-3.067902027341507,2021,2023,26273.0
20061,"Geary, KS",82334.52720042867,82944.64948207435,-0.7355776236989797,2021,2023,35459.0
20063,"Gove, KS",83353.27313769751,80015.25555296139,4.171726455996527,2021,2023,2658.0
20065,"Graham, KS",60986.49789029536,63961.67473875315,-4.651499293302885,2021,2023,2370.0
20067,"Grant, KS",71145.13174580809,53382.01629060745,33.27546745049803,2021,2023,7097.0
20069,"Gray, KS",132244.15357766143,103032.08629457113,28.352398105937926,2021,2023,5730.0
20071,"Greeley, KS",182332.46527777778,118813.62415845181,53.46090700391075,2021,2023,1152.0
20073,"Greenwood, KS",28579.969340827796,26307.522011098383,8.638013602234128,2021,2023,5871.0
20075,"Hamilton, KS",129347.66881028938,74524.48261639751,73.56399436690515,2021,2023,2488.0
20077,"Harper, KS",60335.67337890264,53039.887218269025,13.755282190948282,2021,2023,5413.0
20079,"Harvey, KS",39069.585637001364,39668.31779979876,-1.5093459869388037,2021,2023,33642.0
20081,"Haskell, KS",114739.34837092731,85733.57793954383,33.8324506319301,2021,2023,3591.0
20083,"Hodgeman, KS",92610.28093245666,67724.64914636237,36.745309277738734,2021,2023,1673.0
20085,"Jackson, KS",24912.014787430682,26561.994750850292,-6.211807429736771,2021,2023,13525.0
20087,"Jefferson, KS",19718.57953305695,21458.683557288346,-8.109090287788778,2021,2023,18332.0
20089,"Jewell, KS",36520.17937219731,37372.51131469464,-2.2806386633220432,2021,2023,2899.0
20091,"Johnson, KS",85493.27983349044,86448.38079151114,-1.1048222641950156,2021,2023,632276.0
20093,"Kearny, KS",50906.25,51925.405393566296,-1.9627297771517727,2021,2023,3808.0
20095,"Kingman, KS",36562.91390728477,42327.664960021,-13.619345782908432,2021,2023,6946.0
20097,"Kiowa, KS",41583.74384236453,47959.5290593859,-13.29409471291212,2021,2023,2436.0
20099,"Labette, KS",41136.24822262848,40539.82105448893,1.4712131248381777,2021,2023,19692.0
20101,"Lane, KS",92760.4588394062,81371.15938018695,13.996727521117801,2021,2023,1482.0
20103,"Leavenworth, KS",36859.66694224637,35739.48660206874,3.1342933172207044,2021,2023,84670.0
20105,"Lincoln, KS",38436.475409836065,43768.297200018635,-12.181926488518503,2021,2023,2928.0
20107,"Linn, KS",44640.991769129156,50662.85453597375,-11.886149767910725,2021,2023,9841.0
20109,"Logan, KS",62257.60950259837,59552.649914779526,4.542131360551815,2021,2023,2694.0
20111,"Lyon, KS",47728.10578105781,47481.08007940287,0.5202613361824149,2021,2023,32520.0
20113,"McPherson, KS",68511.8678710358,64242.438867532386,6.645807784955005,2021,2023,30334.0
20115,"Marion, KS",34550.47129391602,33175.80040002014,4.143595263175781,2021,2023,11670.0
20117,"Marshall, KS",54878.79396984925,55591.03489709194,-1.2812154487880312,2021,2023,9950.0
20119,"Meade, KS",61200.41109969168,53990.59712191439,13.353832634036333,2021,2023,3892.0
20121,"Miami, KS",30410.247082855305,29004.20689789085,4.847711195532467,2021,2023,35737.0
20123,"Mitchell, KS",80725.48681716353,84865.44184439216,-4.878257789336182,2021,2023,5803.0
20125,"Montgomery, KS",75687.61285662695,65784.78608453194,15.053369268952398,2021,2023,30459.0
20127,"Morris, KS",34773.252509945065,35935.632733851584,-3.2346173852437876,2021,2023,5279.0
20129,"Morton, KS",67615.69416498994,52723.06164162039,28.24690383991866,2021,2023,2485.0
20131,"Nemaha, KS",48722.42098986285,50316.53600346687,-3.1681732094876014,2021,2023,10062.0
20133,"Neosho, KS",38639.46759259259,37769.24299678808,2.30405622871106,2021,2023,15552.0
20135,"Ness, KS",69598.7772258311,73017.63556805416,-4.682236442779086,2021,2023,2617.0
20137,"Norton, KS",51714.71415182755,52005.73921542685,-0.5596018208562814,2021,2023,5335.0
20139,"Osage, KS",19595.666264218085,19846.33686050309,-1.2630572485337166,2021,2023,15737.0
20141,"Osborne, KS",41711.899791231735,48923.45006569047,-14.740477756118276,2021,2023,3353.0
20143,"Ottawa, KS",18407.312489321714,21972.407582001935,-16.22532751304171,2021,2023,5853.0
20145,"Pawnee, KS",44373.253493013974,42552.38862630334,4.279113172004356,2021,2023,6012.0
20147,"Phillips, KS",96438.62243819988,83226.45525533568,15.874960843075382,2021,2023,4733.0
20149,"Pottawatomie, KS",43760.97633576425,48158.393462164364,-9.131154115128325,2021,2023,26876.0
20151,"Pratt, KS",63644.96005253366,62384.42273023926,2.020596275684361,2021,2023,9137.0
20153,"Rawlins, KS",52903.37171052631,62673.38900490248,-15.588780899676458,2021,2023,2432.0
20155,"Reno, KS",42954.735659507955,42088.36474681696,2.0584570531610336,2021,2023,61417.0
20157,"Republic, KS",63129.20008671147,44449.53813971727,42.02442303962491,2021,2023,4613.0
20159,"Rice, KS",79530.69797501077,71120.2498245647,11.82567295698831,2021,2023,9284.0
20161,"Riley, KS",40705.596978926915,39717.69352017542,2.487313263167379,2021,2023,72557.0
20163,"Rooks, KS",37977.46419545072,39533.620613621395,-3.936286112976206,2021,2023,4748.0
20165,"Rush, KS",53533.096085409255,51220.38244166875,4.5152213503565575,2021,2023,2810.0
20167,"Russell, KS",41966.465256797586,41943.10581185109,0.055693169340576,2021,2023,6620.0
20169,"Saline, KS",55409.15467928693,54433.08881226694,1.7931480434379088,2021,2023,53459.0
20171,"Scott, KS",87574.07407407407,68080.90353811024,28.632361679882766,2021,2023,4914.0
20173,"Sedgwick, KS",62213.24389411302,59864.54331479119,3.923358384229947,2021,2023,536081.0
20175,"Seward, KS",63587.56345177665,61452.528041253914,3.4742840995726887,2021,2023,21276.0
20177,"Shawnee, KS",64257.3703791123,61846.294935981445,3.898496176087196,2021,2023,177942.0
20179,"Sheridan, KS",69544.01335002086,63318.57328327982,9.831933576407614,2021,2023,2397.0
20181,"Sherman, KS",51922.53278122843,54581.331165641976,-4.871259691971774,2021,2023,5796.0
20183,"Smith, KS",44926.0096018074,49994.0442807227,-10.137276853334098,2021,2023,3541.0
20185,"Stafford, KS",56975.1345808767,43219.477528931544,31.82744873011707,2021,2023,3901.0
20187,"Stanton, KS",83260.74360212458,95478.69679647719,-12.796522789158349,2021,2023,2071.0
20189,"Stevens, KS",75665.54121151936,63471.08640734982,19.212613954497314,2021,2023,5035.0
20191,"Sumner, KS",30061.112106017194,31903.773944373625,-5.775686103998967,2021,2023,22336.0
20193,"Thomas, KS",91313.63752883876,87172.41786308831,4.750607780840266,2021,2023,7802.0
20195,"Trego, KS",51161.8601297765,59376.44255878559,-13.834750070916169,2021,2023,2774.0
20197,"Wabaunsee, KS",18511.670416197976,19911.251203988973,-7.029095125426421,2021,2023,7112.0
20199,"Wallace, KS",69466.03260869565,61798.65286135668,12.40703379819701,2021,2023,1472.0
20201,"Washington, KS",38291.27781765973,36966.19419654128,3.5845822106362,2021,2023,5572.0
20203,"Wichita, KS",128552.60617760618,100756.87568390563,27.586931715609463,2021,2023,2072.0
20205,"Wilson, KS",35332.102881638486,37117.99808742503,-4.8113995845901485,2021,2023,8398.0
20207,"Woodson, KS",23665.380906460945,24127.866421424627,-1.9168106573775323,2021,2023,3111.0
20209,"Wyandotte, KS",71602.26776375592,69087.65221619724,3.6397467085574897,2021,2023,169418.0
21001,"Adair, KY",22563.07500389833,20930.77869592109,7.7985455376074375,2021,2023,19239.0
21003,"Allen, KY",21867.132549802605,22832.44702986015,-4.227818765089497,2021,2023,22037.0
21005,"Anderson, KY",25633.243579954185,24082.27317063363,6.440299046237197,2021,2023,24883.0
21007,"Ballard, KY",35905.71728297928,32859.05580817702,9.271908153989305,2021,2023,7626.0
21009,"Barren, KY",31846.981955315838,31307.14029985057,1.7243403590836648,2021,2023,45609.0
21011,"Bath, KY",15494.170334337117,15501.268379510846,-0.04579009278434798,2021,2023,12951.0
21013,"Bell, KY",33609.51802524836,31773.24284099323,5.7793130951242055,2021,2023,23051.0
21015,"Boone, KY",85848.01054566899,88831.13724456658,-3.358199378540605,2021,2023,144135.0
21017,"Bourbon, KY",50762.89775242217,44922.73657034993,13.000457291657707,2021,2023,20333.0
21019,"Boyd, KY",61283.944157230464,57918.39285328373,5.810850643719001,2021,2023,47777.0
21021,"Boyle, KY",43478.37166337517,41749.53504095699,4.140972158665157,2021,2023,31394.0
21023,"Bracken, KY",19160.997999293868,19651.41448933723,-2.4955785768472682,2021,2023,8497.0
21025,"Breathitt, KY",18699.234614183068,16422.16649437462,13.86582044816349,2021,2023,12804.0
21027,"Breckinridge, KY",18965.552989962773,19011.697811181093,-0.24271804484069515,2021,2023,21221.0
21029,"Bullitt, KY",32927.4958625673,32996.56505711102,-0.20932237772075535,2021,2023,85802.0
21031,"Butler, KY",25772.60776033782,24664.890107564002,4.491070699861388,2021,2023,12551.0
21033,"Caldwell, KY",34106.17714693522,34139.39437287021,-0.097298814302893,2021,2023,12611.0
21035,"Calloway, KY",37540.06414368185,37209.79468321657,0.8875874303446496,2021,2023,38975.0
21037,"Campbell, KY",41860.55442090035,39250.15977537445,6.650659922061419,2021,2023,94008.0
21039,"Carlisle, KY",41505.33807829182,39015.724168698485,6.3810526720677885,2021,2023,4777.0
21041,"Carroll, KY",158845.64845648457,167149.90542493263,-4.968149367082663,2021,2023,11111.0
21043,"Carter, KY",19746.18744731397,19047.42561606837,3.668536868605088,2021,2023,26098.0
21045,"Casey, KY",22393.717080511662,21725.508512855846,3.0756866623417034,2021,2023,15948.0
21047,"Christian, KY",86544.36244824382,84964.15861174384,1.8598475666909753,2021,2023,71006.0
21049,"Clark, KY",42333.84652138136,41334.438988321934,2.417856773964644,2021,2023,37673.0
21051,"Clay, KY",17907.717435688035,17632.304698611788,1.5619780952284223,2021,2023,19592.0
21053,"Clinton, KY",40038.440596754874,37295.56615403208,7.35442500428769,2021,2023,9183.0
21055,"Crittenden, KY",20788.577154308616,20644.415421716898,0.6983086207423828,2021,2023,8982.0
21057,"Cumberland, KY",32965.437406978665,29126.90157028733,13.178661751674504,2021,2023,6047.0
21059,"Daviess, KY",45545.71737652814,44731.326526373254,1.8206275409130335,2021,2023,104457.0
21061,"Edmonson, KY",14919.351009101701,15048.701423226206,-0.8595453553544852,2021,2023,12635.0
21063,"Elliott, KY",11708.247280737987,10899.445786484279,7.4205744961514775,2021,2023,7263.0
21065,"Estill, KY",16195.614912155406,15874.659966210167,2.021806745016308,2021,2023,14002.0
21067,"Fayette, KY",68801.74358071497,66490.42862995742,3.4761619053786497,2021,2023,329437.0
21069,"Fleming, KY",21071.194920146238,21197.81673678762,-0.5973342359434475,2021,2023,15591.0
21071,"Floyd, KY",32658.606509903857,30863.26733340874,5.817074249140508,2021,2023,34532.0
21073,"Franklin, KY",69270.98508828801,64473.7560959467,7.440591773809957,2021,2023,52442.0
21075,"Fulton, KY",34018.62464183381,33478.01686912588,1.6148142072492044,2021,2023,6282.0
21077,"Gallatin, KY",45823.622941510504,41319.52198868854,10.900660840304477,2021,2023,8805.0
21079,"Garrard, KY",17979.268292682926,15820.696542338565,13.64397417375207,2021,2023,18040.0
21081,"Grant, KY",24092.411165539226,22653.81578336709,6.350344665680496,2021,2023,25722.0
21083,"Graves, KY",36889.791151788384,35345.98990088975,4.367684298070196,2021,2023,36821.0
21085,"Grayson, KY",27519.948282231253,27599.551545184044,-0.2884223057844637,2021,2023,27070.0
21087,"Green, KY",15466.239612188365,15243.653431329798,1.4601891984836968,2021,2023,11552.0
21089,"Greenup, KY",23867.434014685452,22262.608876660088,7.20861219328095,2021,2023,35273.0
21091,"Hancock, KY",95728.17042050372,90640.78317124858,5.612691187413388,2021,2023,9013.0
21093,"Hardin, KY",51321.282328541296,50399.87694121947,1.8281897560909588,2021,2023,112826.0
21095,"Harlan, KY",23302.450902123583,21250.897870804234,9.653959299940439,2021,2023,25052.0
21097,"Harrison, KY",28357.592829705507,27747.79924999132,2.197628627122117,2021,2023,19525.0
21099,"Hart, KY",31632.334487777945,30273.382339397398,4.488933985457,2021,2023,19923.0
21101,"Henderson, KY",51514.38596491228,47289.38367613047,8.934356847865633,2021,2023,44175.0
21103,"Henry, KY",23632.36202000247,21111.079386561134,11.942935684502864,2021,2023,16198.0
21105,"Hickman, KY",48131.800591850675,40958.298562382006,17.51416020990957,2021,2023,4393.0
21107,"Hopkins, KY",44634.85779999115,41867.49117477541,6.609821958672901,2021,2023,45218.0
21109,"Jackson, KY",12098.966911214253,12327.595017657331,-1.8546042931780748,2021,2023,13358.0
21111,"Jefferson, KY",78583.51440581145,77921.45604149204,0.8496483484174977,2021,2023,793881.0
21113,"Jessamine, KY",40566.42180723958,38657.32374823869,4.938515846141245,2021,2023,56495.0
21115,"Johnson, KY",21811.430898723866,19851.661758710383,9.872065945076812,2021,2023,22098.0
21117,"Kenton, KY",55518.025643078545,55073.300594232445,0.8075147921907444,2021,2023,174862.0
21119,"Knott, KY",15843.949992558417,14770.090655061344,7.270499298723587,2021,2023,13438.0
21121,"Knox, KY",22218.26213035708,21276.48341174203,4.426383347237284,2021,2023,29657.0
21123,"Larue, KY",15587.982548915918,15396.859192915328,1.2413139173769405,2021,2023,15128.0
21125,"Laurel, KY",36741.29086231118,35587.6693647621,3.24163261641226,2021,2023,63353.0
21127,"Lawrence, KY",26142.992783896694,23404.631602812326,11.700082392048095,2021,2023,15798.0
21129,"Lee, KY",17184.32927663066,16941.42900597018,1.4337649473068481,2021,2023,7313.0
21131,"Leslie, KY",15391.921060746223,14773.965586538812,4.182732595305727,2021,2023,9729.0
21133,"Letcher, KY",20449.774070212028,18970.780568907398,7.796165771526886,2021,2023,20139.0
21135,"Lewis, KY",14582.757281553399,15051.501365362428,-3.1142679552734642,2021,2023,12875.0
21137,"Lincoln, KY",18539.14090726616,17740.66756083722,4.500807783533345,2021,2023,24910.0
21139,"Livingston, KY",41718.66137266024,34842.63189791007,19.734529512285803,2021,2023,8815.0
21141,"Logan, KY",39365.05427336916,39634.27043445132,-0.679250956637123,2021,2023,28467.0
21143,"Lyon, KY",28082.17669090108,26259.492992155952,6.941046802729911,2021,2023,9078.0
21145,"McCracken, KY",78948.36417468541,73518.84812078235,7.3852028325893215,2021,2023,67550.0
21147,"McCreary, KY",15972.895863052781,15364.30963519186,3.9610385517547586,2021,2023,16824.0
21149,"McLean, KY",28701.731317115933,26120.681391426537,9.88125036637275,2021,2023,9126.0
21151,"Madison, KY",35393.3743045932,33527.16729743,5.566253154069023,2021,2023,99582.0
21153,"Magoffin, KY",14821.280805900342,13365.436709018106,10.892604024677555,2021,2023,11118.0
21155,"Marion, KY",50419.47508941615,48842.12299916171,3.2294912534443165,2021,2023,19851.0
21157,"Marshall, KY",42852.05142749102,42687.1861984165,0.3862171385768942,2021,2023,31734.0
21159,"Martin, KY",21175.112191473447,17733.820874264056,19.405244597928206,2021,2023,10696.0
21161,"Mason, KY",71534.79594243926,71731.73574584992,-0.2745504501779017,2021,2023,16956.0
21163,"Meade, KY",26179.42316536364,20876.944517455304,25.398729414042908,2021,2023,30442.0
21165,"Menifee, KY",13828.891342059613,14269.295975417763,-3.086379553110752,2021,2023,6341.0
21167,"Mercer, KY",38252.47714224963,37512.54059229704,1.9725044965483551,2021,2023,23515.0
21169,"Metcalfe, KY",19439.950748247775,18747.894717441217,3.6913799721882246,2021,2023,10558.0
21171,"Monroe, KY",30614.171817611754,27610.256150463338,10.879709520905712,2021,2023,11163.0
21173,"Montgomery, KY",37803.34364464218,37702.04835544421,0.2686731719268476,2021,2023,28771.0
21175,"Morgan, KY",20605.034965034964,19111.94527729302,7.812337603937625,2021,2023,14300.0
21177,"Muhlenberg, KY",38968.89748295752,36175.10517579265,7.7229694111142555,2021,2023,30512.0
21179,"Nelson, KY",38358.47739498214,37263.92316567225,2.937302721572266,2021,2023,48706.0
21181,"Nicholas, KY",12721.46878198567,12321.335870603485,3.247479945229248,2021,2023,7816.0
21183,"Ohio, KY",35082.68917394392,34600.552719143365,1.393435702354573,2021,2023,23933.0
21185,"Oldham, KY",33265.23927685218,29436.597982799485,13.00639868876785,2021,2023,70525.0
21187,"Owen, KY",17605.684302579797,15975.124623471636,10.206866722732432,2021,2023,11435.0
21189,"Owsley, KY",13751.018329938901,13215.66423870073,4.05090566443449,2021,2023,3928.0
21191,"Pendleton, KY",20310.832659660467,20125.09498795566,0.9229157517813835,2021,2023,14844.0
21193,"Perry, KY",37178.278918433745,35095.49540553816,5.934617787349761,2021,2023,26739.0
21195,"Pike, KY",36976.1320584521,34812.39501934228,6.215421369048646,2021,2023,55430.0
21197,"Powell, KY",19336.246905940596,17977.082794883023,7.560537638756637,2021,2023,12928.0
21199,"Pulaski, KY",35534.06540797702,34586.36983392928,2.7400839654413423,2021,2023,66842.0
21201,"Robertson, KY",13321.998320738874,13091.79797710864,1.7583554530305578,2021,2023,2382.0
21203,"Rockcastle, KY",22076.482189079255,21377.165209135434,3.271327012269021,2021,2023,16226.0
21205,"Rowan, KY",33822.613981762916,31702.232744123205,6.688428713377537,2021,2023,24675.0
21207,"Russell, KY",45776.73637447177,39906.782969838816,14.709162121811259,2021,2023,18458.0
21209,"Scott, KY",64644.52188006483,61728.497493643874,4.723951667090587,2021,2023,61700.0
21211,"Shelby, KY",37550.1955151225,35439.48237316397,5.955823845657626,2021,2023,50124.0
21213,"Simpson, KY",48554.34889434889,50019.05689553575,-2.9282999162616896,2021,2023,20350.0
21215,"Spencer, KY",16471.209720021132,15687.519467435879,4.995628876904568,2021,2023,20823.0
21217,"Taylor, KY",33304.67380357342,32408.57668989204,2.764999901895937,2021,2023,26809.0
21219,"Todd, KY",33589.08834365446,32206.731266270555,4.292137149700803,2021,2023,12757.0
21221,"Trigg, KY",24356.549213544888,20545.687118725276,18.548233859486764,2021,2023,14559.0
21223,"Trimble, KY",66174.83412873939,65248.814477902335,1.4192129899167183,2021,2023,8591.0
21225,"Union, KY",60149.263924723025,60404.08153979491,-0.42185496174461656,2021,2023,13178.0
21227,"Warren, KY",60161.34679861562,56654.68419980039,6.189536925929207,2021,2023,147936.0
21229,"Washington, KY",31135.300350476813,28875.314693228105,7.8267048558910535,2021,2023,12269.0
21231,"Wayne, KY",21312.19114575373,21741.566640598376,-1.9749059575259187,2021,2023,19629.0
21233,"Webster, KY",31579.50832425704,30905.69585785294,2.1802209841940368,2021,2023,12854.0
21235,"Whitley, KY",32767.0346198265,30520.41184804539,7.361049985061019,2021,2023,37233.0
21237,"Wolfe, KY",18934.16090509114,17678.25866640102,7.104219156364455,2021,2023,6364.0
21239,"Woodford, KY",44328.18811309867,42587.04554879206,4.088432390342223,2021,2023,27728.0
22001,"Acadia, LA",28167.267330930677,26404.370304752036,6.676535004742634,2021,2023,56604.0
22003,"Allen, LA",36348.740055997514,32211.214374315055,12.844985083771586,2021,2023,22501.0
22005,"Ascension, LA",74859.78102955053,70459.54995222337,6.245045675583838,2021,2023,133534.0
22007,"Assumption, LA",28017.95511221945,25154.872098887234,11.381822980761136,2021,2023,20050.0
22009,"Avoyelles, LA",23583.378938316004,23031.4697305044,2.3963264796801997,2021,2023,38373.0
22011,"Beauregard, LA",41945.169641640554,38752.00286635023,8.240004487775954,2021,2023,36695.0
22013,"Bienville, LA",54524.81469545601,49175.7754565202,10.877386658935917,2021,2023,12412.0
22015,"Bossier, LA",46416.17214077588,43352.02857315704,7.068051181153057,2021,2023,131102.0
22017,"Caddo, LA",63589.13349904177,59617.52823319367,6.661808001018055,2021,2023,224893.0
22019,"Calcasieu, LA",67590.04838998168,67663.45570100623,-0.10848885896239668,2021,2023,206861.0
22021,"Caldwell, LA",20188.225274140317,19495.182432247344,3.5549441217159305,2021,2023,9393.0
22023,"Cameron, LA",175719.11073108166,181933.116486021,-3.415544060894926,2021,2023,4678.0
22025,"Catahoula, LA",21759.420289855072,19977.190647546464,8.921322691223832,2021,2023,8280.0
22027,"Claiborne, LA",32105.11930265199,27491.92855349267,16.78016418594701,2021,2023,13537.0
22029,"Concordia, LA",31261.448558745855,31293.90543230786,-0.10371627674344852,2021,2023,17797.0
22031,"De Soto, LA",95251.41160079197,91140.5132413053,4.510506045322082,2021,2023,27274.0
22033,"East Baton Rouge, LA",82032.94983466587,76558.49044537055,7.150688783762904,2021,2023,453022.0
22035,"East Carroll, LA",17462.710388856645,20480.26160326779,-14.733948583594614,2021,2023,6892.0
22037,"East Feliciana, LA",27604.384679782335,25055.91963784295,10.171109577196823,2021,2023,19112.0
